Дата         | Страна               | Добыча (1000 бар)
01.06.2016   | Kuwait               | 3019.9
01.06.2016   | Libya                | 438.8
01.06.2016   | Nigeria              | 1364.9
01.06.2016   | United Arab Emirates | 3073.0
01.06.2016   | Venezuela            | 2267.1
01.06.2017   | Algeria              | 1008.3
01.06.2017   | Angola               | 1653.6
01.06.2017   | Congo                | 170.8
01.06.2017   | Equatorial Guinea    | 132.4
01.06.2017   | Gabon                | 163.0
01.06.2017   | IR Iran              | 3936.8
01.06.2017   | Iraq                 | 4441.5
01.06.2017   | Kuwait               | 2700.2
01.06.2017   | Libya                | 797.2
01.06.2017   | Nigeria              | 1513.7
01.06.2017   | United Arab Emirates | 2885.0
01.06.2017   | Venezuela            | 2072.5
01.06.2018   | Algeria              | 1041.5
01.06.2018   | Angola               | 1506.2
01.06.2018   | Congo                | 244.6
01.06.2018   | Equatorial Guinea    | 48.2
01.06.2018   | Gabon                | 276.9
01.06.2018   | IR Iran              | 3557.3
01.06.2018   | Iraq                 | 4404.7
01.06.2018   | Kuwait               | 2718.9
01.06.2018   | Libya                | 911.6
01.06.2018   | Nigeria              | 1550.8
01.06.2018   | United Arab Emirates | 2965.7
01.06.2018   | Venezuela            | 1559.0
01.06.2020   | Algeria              | 883.4
01.06.2020   | Angola               | 1284.7
01.06.2020   | Congo                | 283.4
01.06.2020   | Equatorial Guinea    | 139.9
01.06.2020   | Gabon                | 149.9
01.06.2020   | IR Iran              | 2020.6
01.06.2020   | Iraq                 | 3971.0
01.06.2020   | Kuwait               | 2488.5
01.06.2020   | Libya                | 382.4
01.06.2020   | Nigeria              | 1429.5
01.06.2020   | United Arab Emirates | 2699.3
01.06.2020   | Venezuela            | 607.5
01.06.2021   | Algeria              | 924.4
01.06.2021   | Angola               | 1109.9
01.06.2021   | Congo                | 213.2
01.06.2021   | Equatorial Guinea    | 68.4
01.06.2021   | Gabon                | 171.2
01.06.2021   | IR Iran              | 2317.7
01.06.2021   | Iraq                 | 4045.1
01.06.2021   | Kuwait               | 2385.2
01.06.2021   | Libya                | 1202.9
01.06.2021   | Nigeria              | 1354.3
01.06.2021   | United Arab Emirates | 2634.2
01.06.2021   | Venezuela            | 627.6
01.06.2022   | Algeria              | 1043.4
01.06.2022   | Angola               | 1237.1
01.06.2022   | Congo                | 245.2
01.06.2022   | Equatorial Guinea    | 30.6
01.06.2022   | Gabon                | 302.1
01.06.2022   | IR Iran              | 2512.3
01.06.2022   | Iraq                 | 4476.1
01.06.2022   | Kuwait               | 2796.7
01.06.2022   | Libya                | 930.5
01.06.2022   | Nigeria              | 1153.8
01.06.2022   | United Arab Emirates | 3017.7
01.06.2022   | Venezuela            | 757.1
01.07.2008   | Algeria              | 1367.7
01.07.2008   | Angola               | 1933.7
01.07.2008   | Congo                | 177.9
01.07.2008   | Equatorial Guinea    | 288.1
01.07.2008   | Gabon                | 173.9
01.07.2008   | IR Iran              | 3981.6
01.07.2008   | Iraq                 | 2239.2
01.07.2008   | Kuwait               | 2642.7
01.07.2008   | Libya                | 1637.6
01.07.2008   | Nigeria              | 2062.8
01.07.2008   | United Arab Emirates | 2597.5
01.07.2008   | Venezuela            | 3011.5
01.07.2009   | Algeria              | 1226.4
01.07.2009   | Angola               | 1800.4
01.07.2009   | Congo                | 258.9
01.07.2009   | Equatorial Guinea    | 357.5
01.07.2009   | Gabon                | 250.9
01.07.2009   | IR Iran              | 3472.4
01.07.2009   | Iraq                 | 2365.0
01.07.2009   | Kuwait               | 2247.1
01.07.2009   | Libya                | 1466.8
01.07.2009   | Nigeria              | 1900.4
01.07.2009   | United Arab Emirates | 2188.5
01.07.2009   | Venezuela            | 2891.6
01.07.2010   | Algeria              | 1247.5
01.07.2010   | Angola               | 1700.4
01.07.2010   | Congo                | 227.9
01.07.2010   | Equatorial Guinea    | 144.2
01.07.2010   | Gabon                | 313.0
01.07.2010   | IR Iran              | 3515.8
01.07.2010   | Iraq                 | 2402.5
01.07.2010   | Kuwait               | 2282.3
01.07.2010   | Libya                | 1569.6
01.07.2010   | Nigeria              | 2096.5
01.07.2010   | United Arab Emirates | 2273.2
01.07.2010   | Venezuela            | 2838.3
01.07.2011   | Algeria              | 1137.9
01.07.2011   | Angola               | 1603.9
01.07.2011   | Congo                | 316.0
01.07.2011   | Equatorial Guinea    | 256.5
01.07.2011   | Gabon                | 173.8
01.07.2011   | IR Iran              | 3553.1
01.07.2011   | Iraq                 | 2713.0
01.07.2011   | Kuwait               | 2616.3
01.07.2011   | Libya                | 534.8
01.07.2011   | Nigeria              | 1903.0
01.07.2011   | United Arab Emirates | 2534.3
01.07.2011   | Venezuela            | 2905.7
01.07.2013   | Algeria              | 1229.3
01.07.2013   | Angola               | 1662.1
01.07.2013   | Congo                | 267.1
01.07.2013   | Equatorial Guinea    | 205.9
01.07.2013   | Gabon                | 245.9
01.07.2013   | IR Iran              | 3583.6
01.07.2013   | Iraq                 | 2976.3
01.07.2013   | Kuwait               | 2954.8
01.07.2013   | Libya                | 966.0
01.07.2013   | Nigeria              | 1799.8
01.07.2013   | United Arab Emirates | 2719.8
01.07.2013   | Venezuela            | 2765.3
01.07.2014   | Algeria              | 1171.3
01.07.2014   | Angola               | 1650.7
01.07.2014   | Congo                | 231.9
01.07.2014   | Equatorial Guinea    | 164.5
01.07.2014   | Gabon                | 237.8
01.07.2014   | IR Iran              | 3100.9
01.07.2014   | Iraq                 | 3167.0
01.07.2014   | Kuwait               | 2885.2
01.07.2014   | Libya                | 411.0
01.07.2014   | Nigeria              | 1815.2
01.07.2014   | United Arab Emirates | 2707.3
01.07.2014   | Venezuela            | 2614.1
01.07.2015   | Algeria              | 1214.3
01.07.2015   | Angola               | 1671.8
01.07.2015   | Congo                | 280.8
01.07.2015   | Equatorial Guinea    | 138.5
01.07.2015   | Gabon                | 252.6
01.07.2015   | IR Iran              | 3166.1
01.07.2015   | Iraq                 | 3443.3
01.07.2015   | Kuwait               | 2852.6
01.07.2015   | Libya                | 438.3
01.07.2015   | Nigeria              | 1746.1
01.07.2015   | United Arab Emirates | 2971.1
01.07.2015   | Venezuela            | 2587.3
01.07.2016   | Algeria              | 1126.6
01.07.2016   | Angola               | 1761.7
01.07.2016   | Congo                | 148.2
01.07.2016   | Equatorial Guinea    | 258.2
01.07.2016   | Gabon                | 294.1
01.07.2016   | IR Iran              | 3663.4
01.07.2016   | Iraq                 | 4662.6
01.07.2016   | Kuwait               | 2996.4
01.07.2016   | Libya                | 360.0
01.07.2016   | Nigeria              | 1475.8
01.07.2016   | United Arab Emirates | 3047.2
01.07.2016   | Venezuela            | 2402.9
01.07.2019   | Algeria              | 1036.0
01.07.2019   | Angola               | 1365.6
01.07.2019   | Congo                | 284.9
01.07.2019   | Equatorial Guinea    | 82.8
01.07.2019   | Gabon                | 235.2
01.07.2019   | IR Iran              | 2283.1
01.07.2019   | Iraq                 | 4533.7
01.07.2019   | Kuwait               | 2746.6
01.07.2019   | Libya                | 1074.9
01.07.2019   | Nigeria              | 1805.5
01.07.2019   | United Arab Emirates | 3009.0
01.07.2019   | Venezuela            | 946.6
01.07.2020   | Algeria              | 893.6
01.07.2020   | Angola               | 1181.7
01.07.2020   | Congo                | 277.6
01.07.2020   | Equatorial Guinea    | 91.9
01.07.2020   | Gabon                | 286.8
01.07.2020   | IR Iran              | 2064.4
01.07.2020   | Iraq                 | 3974.7
01.07.2020   | Kuwait               | 2538.5
01.07.2020   | Libya                | 362.1
01.07.2020   | Nigeria              | 1481.6
01.07.2020   | United Arab Emirates | 2765.5
01.07.2020   | Venezuela            | 609.9
01.07.2021   | Algeria              | 967.6
01.07.2021   | Angola               | 1180.3
01.07.2021   | Congo                | 222.5
01.07.2021   | Equatorial Guinea    | 107.9
01.07.2021   | Gabon                | 214.1
01.07.2021   | IR Iran              | 2401.4
01.07.2021   | Iraq                 | 3998.1
01.07.2021   | Kuwait               | 2376.6
01.07.2021   | Libya                | 1126.1
01.07.2021   | Nigeria              | 1227.8
01.07.2021   | United Arab Emirates | 2718.8
01.07.2021   | Venezuela            | 663.3
01.07.2022   | Algeria              | 1095.8
01.07.2022   | Angola               | 1120.8
01.07.2022   | Congo                | 234.4
01.07.2022   | Equatorial Guinea    | 4.7
01.07.2022   | Gabon                | 195.5
01.07.2022   | IR Iran              | 2593.1
01.07.2022   | Iraq                 | 4480.5
01.07.2022   | Kuwait               | 2617.8
01.07.2022   | Libya                | 1046.5
01.07.2022   | Nigeria              | 1090.6
01.07.2022   | United Arab Emirates | 3049.8
01.07.2022   | Venezuela            | 735.3
01.08.2006   | Algeria              | 1325.4
01.08.2006   | Angola               | 1401.0
01.08.2006   | Congo                | 266.6
01.08.2006   | Equatorial Guinea    | 343.5
01.08.2006   | Gabon                | 284.4
01.08.2006   | IR Iran              | 4069.0
01.08.2006   | Iraq                 | 2003.7
01.08.2006   | Kuwait               | 2635.8
01.08.2006   | Libya                | 1741.5
01.08.2006   | Nigeria              | 2299.2
01.08.2006   | United Arab Emirates | 2517.1
01.08.2006   | Venezuela            | 2974.5
01.08.2007   | Algeria              | 1392.9
01.08.2007   | Angola               | 1756.2
01.08.2007   | Congo                | 251.3
01.08.2007   | Equatorial Guinea    | 360.7
01.08.2007   | Gabon                | 330.5
01.08.2007   | IR Iran              | 3979.3
01.08.2007   | Iraq                 | 2008.7
01.08.2007   | Kuwait               | 2525.5
01.08.2007   | Libya                | 1590.9
01.08.2007   | Nigeria              | 2063.6
01.08.2007   | United Arab Emirates | 2646.4
01.08.2007   | Venezuela            | 2962.8
01.08.2008   | Algeria              | 1380.9
01.08.2008   | Angola               | 2024.4
01.08.2008   | Congo                | 246.8
01.08.2008   | Equatorial Guinea    | 275.3
01.08.2008   | Gabon                | 315.5
01.08.2008   | IR Iran              | 3998.8
01.08.2008   | Iraq                 | 2380.6
01.08.2008   | Kuwait               | 2633.9
01.08.2008   | Libya                | 1668.8
01.08.2008   | Nigeria              | 2003.7
01.08.2008   | United Arab Emirates | 2508.6
01.08.2008   | Venezuela            | 2884.9
01.08.2011   | Algeria              | 1226.0
01.08.2011   | Angola               | 1628.8
01.08.2011   | Congo                | 302.0
01.08.2011   | Equatorial Guinea    | 234.2
01.08.2011   | Gabon                | 153.6
01.08.2011   | IR Iran              | 3599.8
01.08.2011   | Iraq                 | 2598.0
01.08.2011   | Kuwait               | 2701.8
01.08.2011   | Libya                | 515.9
01.08.2011   | Nigeria              | 2002.6
01.08.2011   | United Arab Emirates | 2659.3
01.08.2011   | Venezuela            | 2875.1
01.08.2012   | Algeria              | 1194.0
01.08.2012   | Angola               | 1632.5
01.08.2012   | Congo                | 179.1
01.08.2012   | Equatorial Guinea    | 192.7
01.08.2012   | Gabon                | 240.3
01.08.2012   | IR Iran              | 3703.6
01.08.2012   | Iraq                 | 2908.8
01.08.2012   | Kuwait               | 2920.8
01.08.2012   | Libya                | 1623.5
01.08.2012   | Nigeria              | 1931.7
01.08.2012   | United Arab Emirates | 2610.7
01.08.2012   | Venezuela            | 2805.2
01.08.2013   | Algeria              | 1180.8
01.08.2013   | Angola               | 1647.7
01.08.2013   | Congo                | 292.1
01.08.2013   | Equatorial Guinea    | 243.9
01.08.2013   | Gabon                | 139.7
01.08.2013   | IR Iran              | 3579.7
01.08.2013   | Iraq                 | 2982.8
01.08.2013   | Kuwait               | 2888.8
01.08.2013   | Libya                | 925.7
01.08.2013   | Nigeria              | 1778.0
01.08.2013   | United Arab Emirates | 2796.0
01.08.2013   | Venezuela            | 2758.1
01.08.2014   | Algeria              | 1132.2
01.08.2014   | Angola               | 1556.3
01.08.2014   | Congo                | 227.8
01.08.2014   | Equatorial Guinea    | 316.4
01.08.2014   | Gabon                | 139.8
01.08.2014   | IR Iran              | 3117.6
01.08.2014   | Iraq                 | 3084.9
01.08.2014   | Kuwait               | 2823.0
01.08.2014   | Libya                | 470.9
01.08.2014   | Nigeria              | 1763.8
01.08.2014   | United Arab Emirates | 2748.2
01.08.2014   | Venezuela            | 2688.1
01.08.2016   | Algeria              | 1256.7
01.08.2016   | Angola               | 1686.5
01.08.2016   | Congo                | 91.7
01.08.2016   | Equatorial Guinea    | 180.4
01.08.2016   | Gabon                | 264.0
01.08.2016   | IR Iran              | 3724.8
01.08.2016   | Iraq                 | 4606.9
01.08.2016   | Kuwait               | 3002.5
01.08.2016   | Libya                | 360.0
01.08.2016   | Nigeria              | 1336.6
01.08.2016   | United Arab Emirates | 3045.5
01.08.2016   | Venezuela            | 2419.0
01.08.2017   | Algeria              | 1089.0
01.08.2017   | Angola               | 1567.8
01.08.2017   | Congo                | 371.8
01.08.2017   | Equatorial Guinea    | 126.1
01.08.2017   | Gabon                | 236.0
01.08.2017   | IR Iran              | 3882.7
01.08.2017   | Iraq                 | 4494.1
01.08.2017   | Kuwait               | 2696.6
01.08.2017   | Libya                | 862.5
01.08.2017   | Nigeria              | 1536.2
01.08.2017   | United Arab Emirates | 2973.9
01.08.2017   | Venezuela            | 2039.0
01.08.2018   | Algeria              | 1025.7
01.08.2018   | Angola               | 1494.1
01.08.2018   | Congo                | 310.2
01.08.2018   | Equatorial Guinea    | 93.7
01.08.2018   | Gabon                | 234.4
01.08.2018   | IR Iran              | 3508.7
01.08.2018   | Iraq                 | 4412.9
01.08.2018   | Kuwait               | 2790.6
01.08.2018   | Libya                | 949.2
